address,target,target_label,sol_path,owner_withdraw,emergency_withdraw,unrestricted_mint,regex_owner_withdraw,regex_emergency_withdraw,regex_unrestricted_mint,slither_ok,slither_high_count,slither_arbitrary_send,slither_suicidal,slither_unchecked_lowlevel,slither_controlled_delegatecall,slither_delegatecall_loop,slither_ownerish_any
0xc3f39cd807fc18cfc4bff6b91a34900065d3301f,0,safe,raw_data/0xc3f39cd807fc18cfc4bff6b91a34900065d3301f/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x0f6d25140fc3a0e1c67adef4630575241f7e9d27,1,rugpull,raw_data/0x0f6d25140fc3a0e1c67adef4630575241f7e9d27/DVGToken.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xc27bd1414dae954606f3c0d077c208034ed062f1,1,rugpull,raw_data/0xc27bd1414dae954606f3c0d077c208034ed062f1/MetaMonkeyAI.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xc1574ab95106621686d6e480f378d79c0442fe33,1,rugpull,raw_data/0xc1574ab95106621686d6e480f378d79c0442fe33/QQGAME.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xa0a461b5c22588c88c5102adf1c9aa0f88b6a948,0,safe,raw_data/0xa0a461b5c22588c88c5102adf1c9aa0f88b6a948/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x8c33186b5e33a6b83126de02f7ccba9ac75c55bf,1,rugpull,raw_data/0x8c33186b5e33a6b83126de02f7ccba9ac75c55bf/BeyondProtocol.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x6b3d5c0fdd9259c5f4692eb79b21a705b3be3106,1,rugpull,raw_data/0x6b3d5c0fdd9259c5f4692eb79b21a705b3be3106/BUSY.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xdee93c8d7df0c25bf510f37e6e19a7378bf8c360,0,safe,raw_data/0xdee93c8d7df0c25bf510f37e6e19a7378bf8c360/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x3b3a7e4ad2f847d153e8066f1b367db7fd2b0779,1,rugpull,raw_data/0x3b3a7e4ad2f847d153e8066f1b367db7fd2b0779/SupDucksNFT.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x33b6b48d63438bbd10a1b1f9a5a722c4bcdd9f8f,1,rugpull,raw_data/0x33b6b48d63438bbd10a1b1f9a5a722c4bcdd9f8f/Blackheart.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x6f8b61d0896b594e06274ea483a62f04a7fabf21,1,rugpull,raw_data/0x6f8b61d0896b594e06274ea483a62f04a7fabf21/DNF.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xbed643ece8fe3b2c75095f35bc6453fd2b6ea8c2,1,rugpull,raw_data/0xbed643ece8fe3b2c75095f35bc6453fd2b6ea8c2/MUSKBUNNY.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xfd13b7688d9049029f5f6585b51545b9d6177458,0,safe,raw_data/0xfd13b7688d9049029f5f6585b51545b9d6177458/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x7b3c3a05fcbf18db060ef29250769cee961d75ac,1,rugpull,raw_data/0x7b3c3a05fcbf18db060ef29250769cee961d75ac/PRESENT_1_ETH.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x641074844a0dd00042347161f830346bdfe348bc,1,rugpull,raw_data/0x641074844a0dd00042347161f830346bdfe348bc/SharedBank.sol,1,0,0,1,0,0,1,1,0,0,0,0,0,1
0xef0d3a0e857e019e748d363b4fdcd424928cab19,1,rugpull,raw_data/0xef0d3a0e857e019e748d363b4fdcd424928cab19/Fox.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x03a4be2965e428a96610a0de700ae27f9971df99,1,rugpull,raw_data/0x03a4be2965e428a96610a0de700ae27f9971df99/UniswapExchange.sol,1,0,0,0,0,0,1,2,0,0,1,1,0,1
0x6c1af18a949c293ad4bfc0dc455b463498463705,1,rugpull,raw_data/0x6c1af18a949c293ad4bfc0dc455b463498463705/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xe9344a419cc8acbb13d0cb8db0d13d61f7d6cafa,1,rugpull,raw_data/0xe9344a419cc8acbb13d0cb8db0d13d61f7d6cafa/MISO.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x80aae59c1116ceac45d16cc693114fd887f79146,0,safe,raw_data/0x80aae59c1116ceac45d16cc693114fd887f79146/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x3bafb3af16203c817ee9208c6b8a748398dae689,1,rugpull,raw_data/0x3bafb3af16203c817ee9208c6b8a748398dae689/Multiply.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xb2e87ced4fe6c46b54cef74b305892a6f0fc2fd9,1,rugpull,raw_data/0xb2e87ced4fe6c46b54cef74b305892a6f0fc2fd9/FAIRYLAND.sol,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0x4550a9c1f326ccfea2024c998f00ae94c63f7ba5,1,rugpull,raw_data/0x4550a9c1f326ccfea2024c998f00ae94c63f7ba5/JamaicanStarlink.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xbc140feeabb1c132e034d08e15d2b5ed2e9ec550,1,rugpull,raw_data/0xbc140feeabb1c132e034d08e15d2b5ed2e9ec550/PaperhandInu.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x6c4131d91c4affb5d1c7550ed96a18bc7ec8f034,0,safe,raw_data/0x6c4131d91c4affb5d1c7550ed96a18bc7ec8f034/SmartWallet.sol,0,0,0,0,0,0,1,3,0,0,0,0,0,0
0xffa8adac294413a470287c2cd54ab8d5b80c9d4b,1,rugpull,raw_data/0xffa8adac294413a470287c2cd54ab8d5b80c9d4b/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x652143b367e0f0bd9a5bb498a1e76d166a2b0449,0,safe,raw_data/0x652143b367e0f0bd9a5bb498a1e76d166a2b0449/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x0432876f896a0fa4ba3a3e4a58d16ecad138332b,0,safe,raw_data/0x0432876f896a0fa4ba3a3e4a58d16ecad138332b/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xa5a5c62aaf0ea67e3bcc3499da4a95231dbb0e0c,1,rugpull,raw_data/0xa5a5c62aaf0ea67e3bcc3499da4a95231dbb0e0c/Quite.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x951d46d032f6a13b536ac35bc2f163e42dada041,1,rugpull,raw_data/0x951d46d032f6a13b536ac35bc2f163e42dada041/HALLDODAY.sol,1,0,1,1,0,1,1,3,1,0,0,0,0,1
0x75117afb279079aa5725334e1fdfae5ecb0c814b,1,rugpull,raw_data/0x75117afb279079aa5725334e1fdfae5ecb0c814b/Polkarare.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xb933ed4bb8fdd137ac41f5c1f8cf01dc373e8c0a,0,safe,raw_data/0xb933ed4bb8fdd137ac41f5c1f8cf01dc373e8c0a/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x77fef9247d9af403ed213bb48d3a4702b702f9bb,0,safe,raw_data/0x77fef9247d9af403ed213bb48d3a4702b702f9bb/Forwarder.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x7557ba210eedcecf17923b8d4278f4d6407a26c4,0,safe,raw_data/0x7557ba210eedcecf17923b8d4278f4d6407a26c4/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xe846c6fcf817734ca4527b28ccb4aea2b6663c79,1,rugpull,raw_data/0xe846c6fcf817734ca4527b28ccb4aea2b6663c79/Wagmipet.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x78d6a7067de17cead3eed9707b8f767946adcd7d,0,safe,raw_data/0x78d6a7067de17cead3eed9707b8f767946adcd7d/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x0d4a2ffcfdefe68c663acefeed8f802f7dc3f43c,0,safe,raw_data/0x0d4a2ffcfdefe68c663acefeed8f802f7dc3f43c/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x40ef62929748b3e045fd2036322880ef486e4454,1,rugpull,raw_data/0x40ef62929748b3e045fd2036322880ef486e4454/IQ_GAME.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xec04fa672313f55b9c9837fae079104257784ecd,1,rugpull,raw_data/0xec04fa672313f55b9c9837fae079104257784ecd/SFP.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xd5f05bd0b377dae95b50ef647f05892862edd4d6,0,safe,raw_data/0xd5f05bd0b377dae95b50ef647f05892862edd4d6/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xbc5a26f063331ef49df74cd0c5dd3b80d5547b8b,0,safe,raw_data/0xbc5a26f063331ef49df74cd0c5dd3b80d5547b8b/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x650e3e3feab7736181b1a23953f3af6c0462e5f4,1,rugpull,raw_data/0x650e3e3feab7736181b1a23953f3af6c0462e5f4/SmartContract.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0x235f4f5d389dfb09a776941478e8bfa810fc07cb,0,safe,raw_data/0x235f4f5d389dfb09a776941478e8bfa810fc07cb/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xdbdce4d3ab827666a66599980b4004b3d70ada18,1,rugpull,raw_data/0xdbdce4d3ab827666a66599980b4004b3d70ada18/DOGGY.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x006fde2d7f23e0d52b3163150474602e5d141ddf,1,rugpull,raw_data/0x006fde2d7f23e0d52b3163150474602e5d141ddf/MiniStars.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x922d24925acb720c381df7d90873543ea3cbdb4a,1,rugpull,raw_data/0x922d24925acb720c381df7d90873543ea3cbdb4a/GTC.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x37a04cfb860962c5a1ec3b4b4b91b1d31418b528,1,rugpull,raw_data/0x37a04cfb860962c5a1ec3b4b4b91b1d31418b528/XRUNE.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x8da0f556064a214ac8de2cda3fce51589a073cf0,0,safe,raw_data/0x8da0f556064a214ac8de2cda3fce51589a073cf0/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x59de93e7fdbb3968435d43a22c3b3c69821394b3,1,rugpull,raw_data/0x59de93e7fdbb3968435d43a22c3b3c69821394b3/PulseChain.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xcbb64d75d3c55a3558dc3fbf86e68d88e5117cc7,1,rugpull,raw_data/0xcbb64d75d3c55a3558dc3fbf86e68d88e5117cc7/CHIHUAHUA.sol,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0x78b55de3b11ec6313c6b49a829b3794558996692,0,safe,raw_data/0x78b55de3b11ec6313c6b49a829b3794558996692/LockToken.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0x15638e37d21b784bf25e0d2abeb1382e559b0eba,1,rugpull,raw_data/0x15638e37d21b784bf25e0d2abeb1382e559b0eba/PulseChain.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xe55b2166ddf6941e16171fd17bccd5e08ab06563,1,rugpull,raw_data/0xe55b2166ddf6941e16171fd17bccd5e08ab06563/UniswapExchange.sol,1,0,0,0,0,0,1,2,0,0,1,1,0,1
0x5fa41f2cbcdf458124146e6fbfebdcf551bda2af,0,safe,raw_data/0x5fa41f2cbcdf458124146e6fbfebdcf551bda2af/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xa9fdf65d4caba4d469e9d696a11c069f12c332d0,1,rugpull,raw_data/0xa9fdf65d4caba4d469e9d696a11c069f12c332d0/QuadraticVoting.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7b1385e62febf72dc17e2c5804605d476ad404ff,1,rugpull,raw_data/0x7b1385e62febf72dc17e2c5804605d476ad404ff/InstaToken.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x7fa4f8d1b089d79b65bc35805726a380e0ef4c1b,1,rugpull,raw_data/0x7fa4f8d1b089d79b65bc35805726a380e0ef4c1b/MyToken.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x4bb58e2cf39a207d55dce2d831894df0ff230a47,1,rugpull,raw_data/0x4bb58e2cf39a207d55dce2d831894df0ff230a47/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x7aa7f6a518e88effa5ad968601a37f4dc1353e47,0,safe,raw_data/0x7aa7f6a518e88effa5ad968601a37f4dc1353e47/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xf879990e5a7d41d768967762c7248539f24fd6ab,0,safe,raw_data/0xf879990e5a7d41d768967762c7248539f24fd6ab/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xb249a699ec526bff411c22695592aabba267d29c,0,safe,raw_data/0xb249a699ec526bff411c22695592aabba267d29c/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xac7b68f06644d1d0bb27478e54bcd8b875952161,1,rugpull,raw_data/0xac7b68f06644d1d0bb27478e54bcd8b875952161/TeslaBotToken.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x1c5dabc7447669be39168d49762fd63ee274b778,1,rugpull,raw_data/0x1c5dabc7447669be39168d49762fd63ee274b778/GLS.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xbe8be194cb658072306bd5bd2baa898f614812ab,0,safe,raw_data/0xbe8be194cb658072306bd5bd2baa898f614812ab/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xcffe20953432513311367ebcfa87042ac955d0d9,1,rugpull,raw_data/0xcffe20953432513311367ebcfa87042ac955d0d9/earth.sol,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0xeb90b76d8831b7d5269834a384511a099d9b2140,1,rugpull,raw_data/0xeb90b76d8831b7d5269834a384511a099d9b2140/SGICoin.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xd6732ddc97a880a2b34ed6d7de021d971dc34601,0,safe,raw_data/0xd6732ddc97a880a2b34ed6d7de021d971dc34601/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xb504035a11E672e12a099F32B1672b9C4a78b22f,1,rugpull,raw_data/0xb504035a11E672e12a099F32B1672b9C4a78b22f/Safereum.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0d253398592db22366ddf4173a06a5803d6c08df,0,safe,raw_data/0x0d253398592db22366ddf4173a06a5803d6c08df/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xaac24cb1858e05510ba73bc861ddcb66d6e6426d,1,rugpull,raw_data/0xaac24cb1858e05510ba73bc861ddcb66d6e6426d/DragonCapital.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x316eac13138ae83e3e8adf8788f87f8ef6bfcf38,0,safe,raw_data/0x316eac13138ae83e3e8adf8788f87f8ef6bfcf38/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xc8f743f1415b8154e3b9090f2de982022ca98323,0,safe,raw_data/0xc8f743f1415b8154e3b9090f2de982022ca98323/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x444428f463e435079e304ffab94aa38325df3cc5,0,safe,raw_data/0x444428f463e435079e304ffab94aa38325df3cc5/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x33b1e3118ee4b37d3b06f22d8fd4a3df6ac319e1,1,rugpull,raw_data/0x33b1e3118ee4b37d3b06f22d8fd4a3df6ac319e1/Corny.sol,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0xa6a18f8ea618aa7afd5e9dd7939cc6468e920a6b,1,rugpull,raw_data/0xa6a18f8ea618aa7afd5e9dd7939cc6468e920a6b/ZombieInu.sol,1,0,0,0,0,0,1,3,1,0,0,0,0,1
0xdb07f1625cbe28140a9b6bdc517d40cec8fc7903,0,safe,raw_data/0xdb07f1625cbe28140a9b6bdc517d40cec8fc7903/Forwarder.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x44081dc85579a8958c6e18fffbd328a569b82f88,0,safe,raw_data/0x44081dc85579a8958c6e18fffbd328a569b82f88/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xed1d2fe3a853f123a0dbde7b53bcab01ee5f198c,0,safe,raw_data/0xed1d2fe3a853f123a0dbde7b53bcab01ee5f198c/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x467a2baa61fbab9fd0be636a9cdd0171b7a46a39,0,safe,raw_data/0x467a2baa61fbab9fd0be636a9cdd0171b7a46a39/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x5b220cbe0fc836436a0f6c72e01d37c61176e2e7,1,rugpull,raw_data/0x5b220cbe0fc836436a0f6c72e01d37c61176e2e7/ETR.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xfdc58a8b00751a0fe93650b441accd2b3688edf5,1,rugpull,raw_data/0xfdc58a8b00751a0fe93650b441accd2b3688edf5/DRCT.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xc3dd8e5fb9dfb5e0507c374c24386ee10117a63d,0,safe,raw_data/0xc3dd8e5fb9dfb5e0507c374c24386ee10117a63d/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x172cb37eadfdd3c6ab73e94f10c627d0380c6ff4,1,rugpull,raw_data/0x172cb37eadfdd3c6ab73e94f10c627d0380c6ff4/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x96a72e2131b02936551c38571ca18567508e5707,1,rugpull,raw_data/0x96a72e2131b02936551c38571ca18567508e5707/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xa7084e9429a499a4a6d1e54be18882bcb2ffa0e8,0,safe,raw_data/0xa7084e9429a499a4a6d1e54be18882bcb2ffa0e8/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xd1df8e77c27ddd6fa8b65db9fbac0be7bb110b4e,1,rugpull,raw_data/0xd1df8e77c27ddd6fa8b65db9fbac0be7bb110b4e/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x76273cbcbbfdcafb3bfc8c72e0ca4cce6c52c2bd,0,safe,raw_data/0x76273cbcbbfdcafb3bfc8c72e0ca4cce6c52c2bd/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xfc81482b70b353b2e6c9c986abf22ca2dfc24c34,0,safe,raw_data/0xfc81482b70b353b2e6c9c986abf22ca2dfc24c34/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xc9f4f027fefc62cda2b8f2f132ae326ca39f68ab,0,safe,raw_data/0xc9f4f027fefc62cda2b8f2f132ae326ca39f68ab/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xf2870bbd6ac4b0c7b57da8e247e556c16c086dd8,1,rugpull,raw_data/0xf2870bbd6ac4b0c7b57da8e247e556c16c086dd8/Ridotto.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x8de1cb4124904ede26d7295ef1f83bab4c2bcfc0,1,rugpull,raw_data/0x8de1cb4124904ede26d7295ef1f83bab4c2bcfc0/NoteChainToken.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x699905cfddec8d474481bb47a11f8a7c0b091083,1,rugpull,raw_data/0x699905cfddec8d474481bb47a11f8a7c0b091083/PolkaDoge.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xe55b5354aa7510d3d61bd1ab4ac8eb02bceb2938,0,safe,raw_data/0xe55b5354aa7510d3d61bd1ab4ac8eb02bceb2938/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x741f1923974464efd0aa70e77800ba5d9ed18902,1,rugpull,raw_data/0x741f1923974464efd0aa70e77800ba5d9ed18902/OpenAddressLottery.sol,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0x15479436236164f8f6c8cc3a7d9cc9711314023a,1,rugpull,raw_data/0x15479436236164f8f6c8cc3a7d9cc9711314023a/Token.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xe9b9812898593d258404aa938d023967ceb83daf,1,rugpull,raw_data/0xe9b9812898593d258404aa938d023967ceb83daf/DynoByte.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xca2b90ebdc89ed8ef87fe233968bef7c2c2d116d,1,rugpull,raw_data/0xca2b90ebdc89ed8ef87fe233968bef7c2c2d116d/DoozerDoge.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xa4aa166fddb71d9e24f4cf1c15af45ab5fe0033f,1,rugpull,raw_data/0xa4aa166fddb71d9e24f4cf1c15af45ab5fe0033f/SpaceXDoge1Moon.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x4fb40b89285177c593397549fc57c52fe3ed01e1,1,rugpull,raw_data/0x4fb40b89285177c593397549fc57c52fe3ed01e1/ShiblerInu.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x6c933f57e38bc3f02be52099b4ad39d3c3dcff5e,1,rugpull,raw_data/0x6c933f57e38bc3f02be52099b4ad39d3c3dcff5e/Enzyme.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x197803b104641fbf6e206a425d9dc35dadc4f62f,1,rugpull,raw_data/0x197803b104641fbf6e206a425d9dc35dadc4f62f/R.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x7deb87a7e3f8f42bfdfd9f8f48b6702118154f68,1,rugpull,raw_data/0x7deb87a7e3f8f42bfdfd9f8f48b6702118154f68/TMT.sol,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0x35015832603c86f7c71190b5ba7ee36f71664289,1,rugpull,raw_data/0x35015832603c86f7c71190b5ba7ee36f71664289/LOOT.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xeb193bd01b6393656d5dcf969252f25e734a85ab,0,safe,raw_data/0xeb193bd01b6393656d5dcf969252f25e734a85ab/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x0e7a3edeace94903fc7d55f830265299691e2fcb,1,rugpull,raw_data/0x0e7a3edeace94903fc7d55f830265299691e2fcb/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x96830139e44251ddbe3d1c4c4110262b47cf6d34,1,rugpull,raw_data/0x96830139e44251ddbe3d1c4c4110262b47cf6d34/CryptoRoulette.sol,0,0,0,0,0,0,1,3,0,0,0,0,0,0
0xd45dd5ae67dad79a265a6daf195e6f1f10ce3370,1,rugpull,raw_data/0xd45dd5ae67dad79a265a6daf195e6f1f10ce3370/Genshin.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xfb8c4fbdb022e502593ef07161ecc424983cc1f1,1,rugpull,raw_data/0xfb8c4fbdb022e502593ef07161ecc424983cc1f1/Mercury.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xaaaab2928e693bb51e91aeca0599b1d1cd718dff,1,rugpull,raw_data/0xaaaab2928e693bb51e91aeca0599b1d1cd718dff/connectivecoin.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x8f0441bee56419f635810a7024b3bfd8aa0da5fe,0,safe,raw_data/0x8f0441bee56419f635810a7024b3bfd8aa0da5fe/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x5c21b7dafa09d54f799329e57ffad9f7d1255bad,0,safe,raw_data/0x5c21b7dafa09d54f799329e57ffad9f7d1255bad/Forwarder.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x44353837627ee7000be4a7de89d284f6076fbf7b,1,rugpull,raw_data/0x44353837627ee7000be4a7de89d284f6076fbf7b/ERC20.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xc9aeecab9af105216f55cb2c245208ee365c5163,1,rugpull,raw_data/0xc9aeecab9af105216f55cb2c245208ee365c5163/Coin.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xa3013d77504ae5271f50e4578428c490a4732f0c,0,safe,raw_data/0xa3013d77504ae5271f50e4578428c490a4732f0c/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x3c54c7e07d92248fa59f0185a9cc373b79a53818,1,rugpull,raw_data/0x3c54c7e07d92248fa59f0185a9cc373b79a53818/Zerro.sol,0,0,1,0,0,1,1,2,0,0,0,0,0,0
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,1,rugpull,raw_data/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/Private_Bank.sol,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0x8e2f94c4bf476ba14d931a38fbbace6e87d896a1,1,rugpull,raw_data/0x8e2f94c4bf476ba14d931a38fbbace6e87d896a1/ERC20.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x65f5683329365fe7d676ffd906d108b54a4768be,1,rugpull,raw_data/0x65f5683329365fe7d676ffd906d108b54a4768be/UniswapExchange.sol,1,0,0,0,0,0,1,2,0,0,1,1,0,1
0x89f2f9e643deb096a9e8945e8a7096cba4e8f9b1,1,rugpull,raw_data/0x89f2f9e643deb096a9e8945e8a7096cba4e8f9b1/DNXC.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xf8b2ab8b1be5032681f1ebec7be8b0b1c86bec2a,0,safe,raw_data/0xf8b2ab8b1be5032681f1ebec7be8b0b1c86bec2a/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x18515d99507b63ef047f9a4b118b2407158556b7,1,rugpull,raw_data/0x18515d99507b63ef047f9a4b118b2407158556b7/FAQYUETH.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xc6cb32d19abe4821d6e4970a3962dfcecb4247c9,1,rugpull,raw_data/0xc6cb32d19abe4821d6e4970a3962dfcecb4247c9/UniswapExchange.sol,1,0,0,0,0,0,1,2,0,0,1,1,0,1
0x7a250d563e05712d1915df309a824baf3f0ed249,1,rugpull,raw_data/0x7a250d563e05712d1915df309a824baf3f0ed249/WAMC.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x980dea541475cdad8b895a711a7d3c4f74b4f36e,1,rugpull,raw_data/0x980dea541475cdad8b895a711a7d3c4f74b4f36e/Coinbase.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xa8f69569cd82fa32128dc97eeca471448596d075,1,rugpull,raw_data/0xa8f69569cd82fa32128dc97eeca471448596d075/MoonieNFT.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x044e82704a4c8994dec5074c8edad5c4215d2864,0,safe,raw_data/0x044e82704a4c8994dec5074c8edad5c4215d2864/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xf4be5321406d310d04ac4918dd50d9adc9cbeabc,1,rugpull,raw_data/0xf4be5321406d310d04ac4918dd50d9adc9cbeabc/WAH.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xb7528b8930003666037bc67024577d8bdb192bf1,1,rugpull,raw_data/0xb7528b8930003666037bc67024577d8bdb192bf1/DontSell.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0xfa8bb2a68c67e39409cd336d1a8024a2ad9a62ff,1,rugpull,raw_data/0xfa8bb2a68c67e39409cd336d1a8024a2ad9a62ff/testSend.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
